,speech_id_long,speech_content,polarizing
238,20_74_11004917_11_p,"Das ist das paradoxe Resultat Ihres heutigen Gesetzentwurfs und Änderungsantrags. Frau Polat, ich kann nachvollziehen, warum Sie dieser Übergangsfrist nicht zustimmen wollten.",0
239,20_141_11004285_2_p,"Dies hängt selbstverständlich von der jeweiligen Perspektive ab. Im Kontext von Familienunternehmen sei gesagt: Wer sich mit solchen Unternehmen auskennt, würde verstehen, dass deren Lebendigkeit nicht allein von den Anteilseignern ausgeht.",0
240,19_81_11004192_3_p,"Meine Perspektive ist hierbei leicht abweichend. Wenn ich darüber nachdenke, stelle ich mir einen Vertreter der Sozialdemokraten vor, der von Tür zu Tür geht und fragt, ob noch eine weitere staatliche Unterstützung benötigt wird. Doch in unserem Verständnis des Sozialstaats liegt der Fokus darauf, dass der Staat lediglich unterstützend tätig ist.",0
241,19_209_11004722_4_p,"wurde BioNTech schließlich mit 375 Millionen Euro unterstützt. In der Antwort auf eine Anfrage der AfD-Fraktion wird deutlich, dass die Bundesregierung darauf geachtet hat, Garantien zu erhalten.",0
242,20_69_11004276_11,"– Ja. Denken Sie mal daran, als sich die Grünen vor gut vierzig Jahren gegründet haben. Damals haben sie darauf gesetzt, dass es in der Politik keinen zynischen Umgang mit der Wahrheit geben darf. Sie haben auf Werte gesetzt, auf Wahrhaftigkeit.",0
243,17_61_11004098_2_p,"Ich betone erneut, dass das Bundesverfassungsgericht nicht die tatsächliche Höhe der Regelsätze angezweifelt hat. Die Diskussion konzentrierte sich auf den Prozess, der mittlerweile klar und offen gestaltet wurde. Jeder, einschließlich der Anwesenden heute, kann die Details auf der entsprechenden Webseite einsehen.",0
244,17_178_11004157_8,Dieses Mal bringen Sie das Thema vor der Landtagswahl in Nordrhein-Westfalen auf die Tagesordnung. Damit weiß man: Ihnen geht es gar nicht ernsthaft um die Sache. Sie wollen hier billige Vorteile erzielen.,1
245,17_147_11003896_5_p,"Es ist absolut verblüffend, wie einfältig dieses Argument ist. Angesichts der Realität, dass Männer in 85 Prozent der Aufsichtsratspositionen und sage und schreibe 97 Prozent der Vorstandspositionen dominieren, wie kann man ernsthaft darauf beharren, dass diese Besetzungen auf den Kompetenzen der einzelnen Personen beruhen?",1
246,17_222_11003755_15_p,"Jene, die solche Maßnahmen der kosmetischen Manipulation von Berichten anwenden, verspotten nicht nur die direkt Betroffenen. Sie untergraben auch die öffentliche Debatte und gefährden die demokratischen Werte, die unsere Nation ausmachen, meine Damen und Herren.",1
247,19_83_11004892_1_p,"Als Vertreter des Volkes hätten Sie die Pflicht, die Ärmel hochzukrempeln, was übrigens der Kern der Gewaltenteilung ist. Doch es scheint, als hätten Sie wenig Interesse an dieser Aufgabe, ganz ähnlich wie die Linkspartei, die lieber einen Haufen Lobbyisten um sich schart. Mit solch offensichtlicher Trägheit und Feigheit werden wir niemals die notwendigen Reformen sehen; dafür bräuchte es den Schneid, klar auszusprechen, was Sie beabsichtigen. Zudem sollten Sie endlich damit aufhören, ständig anderen die Verantwortung zuzuschieben.",1
248,17_12_11003067_4_p,"Es wäre anzunehmen gewesen, Herr Kollege Poß, dass Sie sich heute zu dem Punkt in Ihrem Programm äußern, in dem Sie vorschlagen, eigenständig eine Steuer auf Börsentransaktionen für Finanzprodukte einzuführen.",0
249,17_63_11003514_2_p,"Ich hebe besonders das Wort „Genossen“ hervor. Die Betrachtung von Situationen wie dem Schlecker-Fall hat gezeigt, dass es tatsächlich bekannte Akteure gibt. Dazu zählt beispielsweise die Frankfurter Rundschau, bei der wir schon früher darauf hingewiesen haben, dass die SPD maßgebliche Beteiligungen an dieser Zeitung besitzt.",0
250,20_106_11005266_3,"Genau da kommen wir mit Blick auf die flächendeckende kommunale Wärmeplanung auf ein anderes Gesetzgebungsvorhaben von Ihnen zu sprechen, das weiter auf sich warten lässt. Dass das nicht parallel mit auf den Weg gebracht wird, ist ein klarer handwerklicher Fehler.",0
251,20_3_11004110_2,"Ansonsten werden demnächst Diktatoren darüber entscheiden, wer wann und wie viele Menschen in die EU einreisen dürfen. Das kann nicht sein, das muss unsere Entscheidung bleiben. Das Beispiel Lukaschenkos darf auf gar keinen Fall Schule machen.",1
252,20_82_11004697_0_p,"Geschätzte Frau Präsidentin, verehrte Kolleginnen und Kollegen! In der vergangenen Legislaturperiode fiel mir oft auf, dass die Zahl der handelspolitischen Diskussionen im Plenum nicht in angemessenem Verhältnis zu ihrer Bedeutung stand. Diese Situation war über längere Zeit unzutreffend. Seit dem Beginn einer neuen Ära sind handelspolitische Debatten noch entscheidender, da sie nicht nur wirtschaftliches Wachstum und Beschäftigung betreffen, sondern auch die Zustimmung der Öffentlichkeit erfordern – wie Kollege Roloff bereits betonte.",0
253,18_33_11003142_8_p,"- Wirklich, Herr Krischer, Sie gehen zu weit! - Ich verstehe einfach nicht, was in Ihnen vorgeht. Normalerweise sind Sie ein sehr versierter Kopf. Doch seitdem Sie erbittert gegen diese Regierung und insbesondere den Wirtschafts- und Energieminister argumentieren, haben Sie jede Form von Ausgewogenheit und Vernunft über Bord geworfen.",1
254,19_61_11004678_13,"Dann geht das Zitat mit mir weiter: Ich hingegen meine: Das ist nicht der Fall. Sondern eine syrische Familie besteht aus Vater, Mutter und Kindern. – Das wäre das korrekte Zitat gewesen, Herr Lindh. Also, verbreiten Sie hier nicht solche unverschämten erfundenen Lügen über mich!",1
255,18_91_11004333_4,"Zweitens. Die umfassende Modernisierung, die Sie als Ausnahme im Gesetz stehen haben, ist am Ende nichts anderes als ein Anreiz für hochpreisige Modernisierung. Hochpreisige Modernisierung heißt Luxusmodernisierung, ist also eine Strategie zur Umgehung der Mietpreisbremse. Ich finde, dass Berlin, Frankfurt, Stuttgart oder München nicht mehr Luxuswohnungen brauchen, sondern mehr bezahlbaren Wohnraum.",0
256,20_171_999990121_0_p,"Eine endgültige Antwort lässt sich nicht geben. Um festzustellen, wann ich mit jemandem gesprochen habe, müsste ich meine Termine sorgfältig prüfen. Die von Ihnen angenommene Anzahl an Telefonaten oder Gesprächen mit Journalisten stimmt nicht mit der Realität überein. Mein Hauptaugenmerk lag vielmehr auf der Abstimmung innerhalb der Regierung.",0
257,20_113_11003638_4_p,"Anstatt sich in Tagträumen über ein neues Wirtschaftswunder zu verlieren, malt sich der Bundeskanzler eine glänzende Zukunft aus. Währenddessen sprechen andere von der bevorstehenden technischen Rezession. Es wäre angebracht, einen genaueren Blick auf die gegenwärtigen Gegebenheiten zu werfen: täglich fallen Entscheidungen, die gegen Deutschland als Standort sprechen.",1
258,20_112_11005115_1_p,"Auf keinen Fall bin ich bereit, Islamistisches Gedankengut oder jegliche Ausprägungen von Extremismus und Gewalt zu relativieren, wie ich bereits zu Beginn klarstellte. Doch was Sie mit Ihrem Antrag tatsächlich beabsichtigen, ist nichts anderes, als den Glauben an den Islam für Ihre parteitaktischen Manöver zu benutzen und damit Vorurteile gegenüber unseren muslimischen Mitbürgerinnen und Mitbürgern weiter zu schüren.",1
259,20_141_11005057_0_p,"Sie predigen uns, wir dürften der nächsten Generation keine finanzielle Bürde aufladen. Doch was ist Ihre Hinterlassenschaft? Eine zerfallene Infrastruktur, marode Verkehrswege und vernachlässigte Bildungseinrichtungen.",1
260,17_71_11004098_4_p,"Es ist wichtig, sowohl mit der Bundesagentur für Arbeit als auch dem Ministerium in Dialog zu treten. Ebenso sollten die kommunalen Spitzenverbände einbezogen werden, was wir als essenziell erachten. Wenn wir die Anhörungsphase effektiv nutzen, können wir zu einer sinnvollen Lösung gelangen. Für eine produktive Zusammenarbeit sind Gespräche über diese Themen unerlässlich.",0
261,18_70_11004108_9_p,"Ein Aspekt, der gelegentlich übersehen wird: Die Deutsche Zentrale für Tourismus bekommt im Jahr 2015 eine erhöhte Finanzierung. Der Gesamtbetrag wurde auf 30 Millionen Euro aufgestockt, um die Attraktivität Deutschlands als Reiseziel im Ausland zu fördern. Dies hatte ich bereits bei der Vorstellung des Haushaltsplans erwähnt und wir haben nun entsprechend gehandelt.",0
262,18_181_11003034_9,"Die Lehre sollte doch sein, dass Sie in der Union endlich einmal merken, dass mit dieser Auseinandersetzung Präsident Dr. Norbert Lammert zwischen den beiden Unionsparteien die Rechtspopulisten letztlich befördert werden.",1
263,17_44_11001172_5_p,"Ich möchte kurz an die Vergangenheit erinnern - Frau Kressl, Ihnen ist das sicher noch bekannt -: Während der Ära der Rot-Grün-Regierung wählte man einen anderen Ansatz. Ich erinnere an die Initiative zur Förderung der Steuerehrlichkeit, nämlich die Amnestie des Jahres 2003.",0
264,17_237_11003582_2,"Ich möchte etwas zitieren: Eine Honorarberaterin bzw. ein Honorarberater muss aus dem gesamten Bereich von Finanz- und Versicherungsinstrumenten optimale individuelle Lösungen für seine Kundinnen und Kunden bereitstellen können. Kolleginnen und Kollegen von der Linken, dies ist ein Zitat aus Ihrem Antrag. Ich hätte es nicht besser formulieren können.",0
265,17_144_11003496_1_p,"Zwei Jahre lang hätte man die Möglichkeit gehabt, entscheidende Verkehrsprojekte zu bestimmen. Zwei Jahre, um tragfähige Lösungen für die Infrastrukturfinanzierung zu finden. Zwei Jahre, um das Vertrauen der Länder und Kommunen in Fragen der Stadtentwicklung zu gewinnen. Herr Ramsauer, ich kann es nicht beschönigen: In dieser Mission haben Sie kläglich versagt!",1
266,18_106_11003756_9,"Unsere Anliegen sind eine verlässliche Studienfinanzierung und eine effektive Stipendienvergabe. Wechselnde CDU-Bildungsministerinnen haben eine Stipendiensuppe angerührt, die keiner auslöffeln will. Sie von der SPD können ja seit zwei Jahren die Speisekarte mitbestimmen. Dann machen Sie das auch!",1
267,19_31_11004899_5,"Die Softwaremanipulation einiger Hersteller ist ein völlig anderes Thema. Pikanterweise ist diese Softwaremanipulation genau in dem Unternehmen aufgetreten, in welchem eine SPD-geführte Landesregierung im Aufsichtsrat sitzt.",0
268,17_178_11004157_8_p,"Jetzt, kurz vor der Landtagswahl in Nordrhein-Westfalen, werfen Sie dieses Thema in die Diskussion. Es ist offensichtlich, dass es Ihnen nicht wirklich um das Anliegen geht. Sie sind lediglich auf der Jagd nach leicht zu erzielenden Stimmen.",1
269,17_27_11003658_9_p,"Offenheit sollte bei politischen Entscheidungen selbstverständlich sein. Doch wie das Berliner Verwaltungsgericht Anfang des Jahres feststellte, scheint gerade dieser Aspekt einer bestimmten Partei erhebliche Schwierigkeiten zu bereiten. Besonders pikant: Die Partei, die oft für soziale Gerechtigkeit plädiert, hat ausgerechnet in Rheinland-Pfalz einen Spendenbetrag von 146.000 Euro unter den Tisch fallen lassen, als es darum ging, Rechenschaft abzulegen.",1
270,20_166_11005125_7_p,"Ich möchte das deutlich machen, Herr Müller: Sollte eine spezifische Gefährdungssituation auftreten und Sie in einen Unfall verwickelt sein, ist der Grenzwert irrelevant. Dies gilt ähnlich wie beim Alkoholkonsum. Falls ein Unfall passiert und Sie stehen unter dem Einfluss von Medikamenten, Alkohol oder Cannabis, ist es unerheblich, welcher Grenzwert zu diesem Zeitpunkt gilt. Nach geltendem Recht haben Sie dann eine Straftat begangen und werden entsprechend zur Verantwortung gezogen, Herr Müller. An diesem Grundsatz wird sich nichts ändern.",0
271,17_226_11003264_4,"Jetzt haben wir aber eine Welt, die komplex ist, und in der wir nicht nur über ein Thema reden, sondern über viele Themen. Schwarz-Gelb, die christlich-liberale Mehrheit in diesem Hause, hat es sich vorgenommen, die Schuldenbremse ernst zu nehmen, einen strukturell ausgeglichenen Haushalt zu erreichen und endlich damit Schluss zu machen, dass die gegenwärtige Generation mehr verbraucht, als sie selbst erwirtschaftet, und damit auf Kosten der nachfolgenden Generation lebt.",0
272,19_162_11004258_7_p,"Ich rate dringend davon ab, in Allgemeinplätze zu verfallen oder den Eindruck zu erwecken, als ob die Kommunen unfähig im Umgang mit ihren Finanzmitteln wären. Sie sind sich ihrer herausfordernden Lage voll bewusst. Leider fehlt mir die Zeit, um dies ausführlich zu erörtern.",0
273,19_158_11004063_1_p,"Die SPD legt Wert darauf, Frau Ministerin, dass das Sommersemester wegen seiner zahlreichen Unsicherheiten nicht als reguläre Studienzeit gilt. Trotz der hervorragenden Anstrengungen der Universitäten fordern wir Sie auf, mit den Bundesländern zu kooperieren, um eine einheitliche Regelung zu erreichen. Sollte dies scheitern, wäre ein Erlass aus Ihrer Feder wünschenswert. Unser Ziel ist, dass dieses Semester nicht in die Berechnung des BAföG-Bezugs einfließt.",0
274,19_61_11004678_13_p,"Lassen Sie mich ganz klarstellen: Das ist absolut falsch. Eine syrische Familie setzt sich aus Vater, Mutter und Kindern zusammen. Herr Lindh, ich fordere Sie auf, aufzuhören, diese schamlosen, frei erfundenen Lügen über mich in die Welt zu setzen!",1
275,17_5_11003584_3_p,"\- Die Reflexe sind auffallend effektiv – das kann ich beobachten. Da wir seit einem Jahr den Fall der Berliner Mauer begehen und nun zusätzlich den Jahrestag der deutschen Wiedervereinigung, möchte ich kurz auf dieses Thema eingehen: In letzter Zeit gab es viel Anlass zum Schmunzeln für die Menschen aus Ostdeutschland.",0
276,20_137_11004675_9_p,"Ein Deutschlandsicherer Regierungsstil hätte längst auf Steuererhöhungen verzichten können und wäre ohne die gescheiterten Experimente der Eurorettung, Corona-Politik, Energie- und Gesellschaftsvisionen auch von rechtswidrigen Schulden verschont geblieben. Gestalten Sie endlich eine pragmatische und gesetzestreue Politik zugunsten der Bürger in Deutschland! Vielen Dank.",1
277,18_162_11003630_1_p,"Sehr geehrte Damen und Herren, die Kosten für Bereiche wie den Hochschulpakt und das BAföG sind in diesem Betrag noch nicht enthalten. Diese Koalition hat in der Vergangenheit noch nie so umfangreich in die Forschungsförderung investiert.",0
278,20_25_11005086_7,"Egal ob in der analogen Welt oder im digitalen Raum: Das Internet ist eben kein rechtsfreies Paralleluniversum. Hass ist keine Meinung; und das werden wir auch Ihren rechten Trollen ganz, ganz deutlich machen. Darauf können Sie sich verlassen!",1
279,18_228_11004007_21_p,"Natürlich wäre es vorteilhaft, wenn wir ebenfalls mitentscheiden könnten. Jedoch hat man sich mit einer stark eingeschränkten Lösung zufriedengegeben, die nicht in unserem Interesse liegt. Das Bundesumweltministerium hat angeregt, diese Regelung auf eine andere gesetzliche Grundlage zu bringen. Hätte man diesen Ansatz umgesetzt, wäre es der Bundesebene möglich gewesen, stärker in kommunale Belange einzugreifen und kohärente Angebote zu entwickeln.",0
280,19_14_11004357_5_p,"Was für ein absoluter Schwachsinn! Ich möchte der AfD ernsthaft ans Herz legen, sich zunächst um die unmenschlichen Bemerkungen in den eigenen Reihen zu kümmern, statt voreilig mit Anschuldigungen gegen andere zu agieren.",1
281,19_215_11004323_1,"Und ich will es hier und heute ganz deutlich sagen: Die Digitalisierung des Bildungssystems bietet Chancen für jeden und jede. Seit Beginn der Legislaturperiode haben wir viele Projekte in Gang gesetzt, gerade auch in der digitalen Bildung. Und ja, es hat eine Weile gebraucht, bis der DigitalPakt ins Laufen gekommen ist.",0
282,19_216_11003764_8_p,"Es wurden bereits zahlreiche Konzepte präsentiert. Verbindungen gibt es zuhauf: von Aktienoptionen über Firmenbeteiligungen und Nebeneinkommen hin zu Lobby-Arbeit sowie der längst fälligen Beschränkung bezahlter Lobbytätigkeiten. Sehr geehrte Damen und Herren, all das ist seit langem notwendig, doch Sie stehen als unüberwindbares Hindernis im Weg und scheitern konstant bei der Umsetzung.",1
283,19_167_11004080_2_p,"Meiner Meinung nach sollte der Schiffbau in unserem Land eine stabile Zukunftsperspektive erhalten, jedoch nicht durch den Schwerpunkt auf die Herstellung von Waffen. Die Mittel, die im Zuge der Corona-Pandemie bereitgestellt wurden, sollten nicht indirekt zur Finanzierung militärischer Projekte genutzt werden.",0
284,19_40_11004815_4,"Mit genau solchen Rezepten haben wir vor 40 oder 50 Jahren unser Land in eine große Arbeitslosigkeit geführt und es erst richtig reformbedürftig gemacht. Liebe Kollegen von der Linkspartei, kommen Sie im 21. Jahrhundert an!",1
285,17_150_11003255_9_p,"Vorhin erwähnte Herr Rehberg, dass es erfreulicherweise Fortschritte bei der Angleichung zwischen Ost und West gibt. Die Rentenanpassung schreitet voran, und im kommenden Jahr werden wir erneut Fortschritte erzielen.",0
286,18_24_11004111_2,"Bis zur Rente wird aus dem 22-prozentigen Gender Pay Gap ein 40,8-prozentiger Gender Pension Gap; das ist die Rentenungleichheit zwischen Frauen und Männern. Um dieser zunehmenden Altersarmut zu begegnen, müssen wir bei gerechten und guten Löhnen anfangen. Ich will jetzt nicht zur vorherigen Debatte zurückkom1936 men; aber ich glaube, wir haben gute Anknüpfungspunkte, um zu begründen, warum es einen deutlich höheren Mindestlohn geben muss.",0
287,20_175_11004342_3_p,"Es ist erschreckend, dass Sie völlig blind dafür sind, dass die Menschen dieses Spielchen aus hohlen Versprechen und irreführenden Taktiken leid sind: Sie posaunen groß hinaus, dass Sie Abschiebungen durchsetzen werden, ohne die derzeitige Situation im Überblick zu haben. Sie verkünden vollmundig, dass der Kampf gegen Terror und Kindesmissbrauch oberste Priorität hat, doch schaffen es nicht einmal, eine zeitlich begrenzte Speicherung von IP-Adressen zur Strafverfolgung bei diesen schweren Verbrechen zu initiieren.",1
288,20_51_11005187_6_p,"Bei der Fachkräftesuche sollten wir auch alternative Perspektiven in Betracht ziehen. In meinem Wahlkreis Biberach werde ich häufig gefragt, warum die zahlreichen qualifizierten Personen aus Syrien und der Ukraine hier nicht arbeiten können.",0
289,19_149_11004749_3_p,"Es ist offensichtlich, dass Sie auf der Zuverlässigkeitsüberprüfung bestehen, wenn es um die Beschäftigten in der Flugsicherung, die fleißigen Ladekräfte und die unermüdlichen Feuerwehrleute am Flughafen geht. Solche engagierten Arbeiter zählen wohl kaum zur auserlesenen Fangemeinde der FDP.",1
290,20_146_11004675_5_p,"Seit gestern hören wir von den gigantomanischen Versprechungen, die Minister Habeck in Davos gemacht hat. Eine Geberkonferenz in Berlin soll satte 400 Milliarden Euro für die Ukraine locker machen – etwa das tausendfache der neu geplanten Agrardieselabgabe. Stoppen Sie endlich diese irrwitzigen Zahlungen, die auf dem Rücken der Deutschen ausgetragen werden, und die Landwirte werden Ihnen auf Jahrhunderte nicht mehr wegen einer Dieselsteuer die Tür einrennen!",1
291,19_128_11004123_2_p,"Es ist notwendig, die uneinheitlichen Informationsfreiheitsgesetze zu vereinheitlichen, die Möglichkeiten des Internets und der Digitalisierung auszuschöpfen und das Konzept der Informationsfreiheit durch die Bereitstellung von zugänglichen und gut strukturierten Daten zu erweitern.",0
292,18_88_11004360_7,"Der vorliegende Nationale Bildungsbericht macht die Absurdität des Kooperationsverbotes noch einmal deutlich, und wenn Sie das nicht erkennen, dann tun Sie mir richtig leid. Wir brauchen ein Kooperationsgebot zwischen Bund, Ländern und Kommunen.",1
293,19_59_11004045_4,"Wir wollen erreichen, dass ältere Menschen nicht aus einem Umfeld herausmodernisiert werden, von dem sie wissen: Hier kann ich mich auf die Nachbarschaft verlassen; ich kann mich darauf verlassen, dass ich in einer Nachbarschaft, in der ich 30 Jahre gelebt und gute Freunde gefunden habe, Unterstützung finde und zum Beispiel für mich eingekauft wird. – Das wollen wir erreichen. Wir sagen: Niemand darf herausmodernisiert werden.",0
294,17_246_11003890_1_p,"Obwohl es sinnvoll sein kann, über Klimaschutzziele zu diskutieren und deren konkrete Festlegung zu erwägen, ist es letztlich wichtiger, welche Maßnahmen tatsächlich umgesetzt werden. Zu Beginn der aktuellen Legislaturperiode haben wir mit dem Energiekonzept erstmals eine langfristige und greifbare Zukunftsstrategie entwickelt.",0
295,20_102_11004304_5,"Und da merkt man dann relativ deutlich, wie weit die „Letzte Generation“ von einem rechtsstaatlichen Denken weg ist. Es geht eben nicht nach dem Prinzip: Der Zweck heiligt die Mittel. – Ich kann Ihnen als Ampel nur empfehlen, mit dieser Verharmlosung aufzuhören.",1
296,20_58_11005117_0_p,"Geehrte Präsidentin, geschätzte Kolleginnen und Kollegen! Diese Woche haben wir uns hier intensiv mit der Energiepolitik auseinandergesetzt. Angesichts der Bedeutung des Themas ist das nicht überraschend. Dennoch haben wir kaum diskutiert, was die Leute in persönlichen Gesprächen am meisten interessiert: Welche konkreten Maßnahmen ergreifen wir derzeit?",0
297,18_62_11004449_3_p,"Meiner Ansicht nach zeigt dies erneut die unzureichende Stärke der Regelungen in dieser Angelegenheit auf. Daher möchte ich wissen, ob es angesichts der aktuellen Situation - insbesondere im Hinblick auf das in Vorbereitung befindliche Bundesgesetz zu Fracking - nicht notwendig wäre, trotz vermuteter Gesundheitsrisiken einheitliche nationale Vorschriften zur Gefahrenabwehr zu erlassen.",0
298,20_154_11004365_5,"Es ist kein Schreckgespenst. Wir sollten uns darauf konzentrieren, diese wichtigen Instrumente für unsere Wirtschaft zu erhalten, und daneben, bitte schön, auch schauen, dass die Ampel vielleicht mal eine Politik für die Wirtschaft macht und nicht unser Land weiter in eine Rezession treibt. Danke schön.",1
299,20_135_11005016_0,"Geschätzte Frau Präsidentin! Liebe Kolleginnen und Kollegen! Ich möchte zu Beginn etwas zur Hassrede der Fraktion rechts außen sagen. Es ist ein Begriff gefallen: „die verlogenen Grünen“. Ich glaube, man muss einfach mal festhalten, dass diese Fraktion rechts außen die Erfinderin der politischen Lüge als Geschäftsmodell ist",1
300,17_9_11003782_5_p,"Auch der Schutz von Beschäftigtendaten stand groß auf Ihrer Agenda. Doch ich habe gelernt, dass das mit der Union nie ohne Komplikationen geht. Erlauben Sie mir dennoch eine direkte Frage: Werden Sie standhaft gegenüber dem Innenministerium sein, um den Datenschutz der Arbeitnehmer zu verteidigen, oder lassen Sie sich erneut bei einem Abkommen wie dem SWIFTJosip Juratovic übertölpeln und schwächen damit den fundamentalen Schutz unserer Rechte?",1
301,20_174_11004859_1,"Der sogenannte Aktionsplan ist die völlige Abkehr vom biologischen Fakt der Zweigeschlechtlichkeit. Er schafft die Grundlagen für Männer in Frauenumkleidekabinen, Dragqueens mit Dildos in Grundschulen und Masturbationsräume in Kindergärten. Das lehnen wir ab. Und das ist nicht homophob, das ist vernünftig, meine Damen und Herren.",1
302,19_125_11004782_4_p,"Es ist absolut gerechtfertigt. Unsere Tourismusbranche zählt zu den führenden weltweit und leistet Erstaunliches: 3 Millionen Menschen sind hier beschäftigt, die Branche erzielt 300 Milliarden Euro Umsatz, bietet überdurchschnittliche Ausbildungen und zeigt eine hohe Bindung an ihren Standort. Deshalb ist es für die Freien Demokraten selbstverständlich, diesen engagierten Fachkräften jede notwendige Unterstützung zukommen zu lassen.",0
303,18_130_11003212_0_p,"Sehr geehrter Herr Präsident, geschätzte Kolleginnen und Kollegen, es ist an der Zeit und von großer Bedeutung, dass der Bund jetzt die Entscheidung getroffen hat, die Länder und Kommunen sowohl strukturell als auch dynamisch finanziell bei der Flüchtlingsunterbringung zu unterstützen.",0
304,20_176_11004011_7,"Zweitens. Nicht derjenige, der sich für Aufklärung und die Nachvollziehbarkeit politischer Entscheidungen einsetzt, schadet der Demokratie, sondern derjenige, der entgegen eigenen Vorgaben Denktabus anlegt und bei dem Parteiinteresse offensichtlich vor Gemeinwohl geht.",1
305,20_134_11000756_0,"Frau Präsidentin! Liebe Kolleginnen und Kollegen! Wenn Sie den Bundestag verkleinern wollen, könnten wir einen einfachen Weg gehen: Überhang- und Ausgleichsmandate werden bundesweit und nicht mehr länderweit ermittelt. Sofort wäre er viel kleiner.",0
306,18_210_11004291_0_p,"Frau Präsidentin, meine Damen und Herren, geschätzte Kolleginnen und Kollegen, lassen Sie mich zunächst betonen, dass meiner Ansicht nach nicht die doppelte Staatsbürgerschaft zu Loyalitätsproblemen führt, sondern vielmehr die Aberkennung eines Teils der eigenen Identität solche Konflikte hervorruft.",0
307,17_214_11003133_8,"- Herr Trittin, wenn Sie der Meinung sind, dass das Impfen der Tiere mit Improvac als Kastrationsmethode marktfähig ist, dann sorgen Sie mit dafür, dass das zum Tragen kommt. Das können Sie durchaus auf den richtigen Weg bringen. Ich meine, beim Thema Kastration sind wir auf einem guten Weg.",0
308,20_78_11005166_1_p,"Das Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ) scheint alles daranzusetzen, unbequeme Wahrheiten hinter verschlossenen Türen zu verstecken, wie etwa die Auflistung fehlgeschlagener Vorhaben. Fürchten Sie die Prüfung durch die kritische Öffentlichkeit so sehr, dass Sie weiterhin eine Politik der Geheimhaltung gegenüber dem Parlament betreiben wollen?",1
309,20_180_11002754_3_p,"Wie stehen Sie zur AfD? Schon zu Beginn haben Sie die Entwicklungszusammenarbeit als eine Art moralischen Ablasshandel gebrandmarkt. In Ihren Vorschlägen drängen Sie darauf, die finanzielle Unterstützung für Entwicklungsprojekte um die Hälfte bis zu zwei Drittel zu reduzieren. Das ist wie eine Abrissbirne für die Entwicklungspolitik.",1
310,20_161_11004950_3_p,"Ihre Darstellung der gegenwärtigen Lage ist nicht zutreffend, da in Wirklichkeit die Beziehung zwischen der Regierung und der Verteidigungsindustrie seit Olaf Scholz als Bundeskanzler amtiert, so gut wie nie zuvor ist.",0
311,20_34_11005117_11_p,"Es ist fast schon ein Privileg, nach Ihnen das Wort ergreifen zu dürfen. Erneut erstaunen Sie mich mit Ihrer Fähigkeit, sich selbst zu übertreffen. Heute haben Sie es tatsächlich geschafft, unsere westlichen Werte als die Ursache für den brutalen russischen Überfall auf die Ukraine darzustellen. Ihre Aussage lässt mich sprachlos zurück, schlichtweg sprachlos.",1
312,17_146_11003742_10_p,"Trotz dieser Behinderungen ist es uns gelungen, die passenden Folgerungen zu ziehen. Es ist erfreulich zu sehen, dass wesentliche Aspekte unserer Forderungen nach fast zweijähriger Ausschussarbeit bereits kurz nach dem Luftangriff umgesetzt wurden.",0
313,17_61_11002003_0,"Herr Kollege Ströbele, ich beantworte Ihre Frage wie folgt: Die Bundesregierung teilt die Auffassung des COMISAF, dass die militärischen Führer und die Soldatinnen und Soldaten der Bundeswehr ihren Auftrag in Afghanistan unter schwierigen Bedingungen in hervorragender Weise bewältigen und wir daher zu Recht stolz auf sie sein können.",0
314,19_183_999990089_3_p,"Letztlich dreht sich Ihre Argumentation doch nur um leere Gesten des Applauses, während Sie keinerlei echtes Interesse an Fortschritt hegen. Sie verschließen sich sowohl der bitteren Wahrheit, dass nach jeder Gehaltserhöhung kaum etwas im Geldbeutel übrigbleibt, als auch der simplen Erkenntnis, dass Wertschätzung mehr bedeutet als nur monetäre Anreize.",1
315,19_29_11003556_2_p,"Es ist bedauerlich für Sie, dass Sie sich nicht beteiligt haben, da dieses Gesetz auch ohne Ihre Unterstützung bedeutende Erleichterungen speziell für kleine und mittlere Unternehmen schafft. Diese Regelung ermöglicht es den Unternehmen, den Verwaltungsaufwand um bis zu 360 Millionen Euro jährlich zu reduzieren.",0
316,17_3_11001478_30_p,"Die genannten Anpassungen in den Bereichen Bildung, Forschung, Familie und Integration sowie die Reform der sozialen Sicherheitssysteme und die Einführung einer nachhaltigen Haushaltsführung erfordern eine weitergehende Ausarbeitung.",0
317,17_54_11003434_5_p,"Es drängt sich der Gedanke auf, dass dieses undurchsichtige Regelwerk absichtlich geschaffen wurde, um die wahren Lasten für die Beitragszahler zu verbergen. Doch hören Sie mich gut: Diese Trickserei wird nicht funktionieren. Am Ende werden die Leute sehr wohl erkennen, was ihnen tatsächlich bleibt – nämlich am Ende nur ein geschrumpfter Gehaltszettel.",1
318,17_94_11004023_3,"Die Frage beantworte ich sehr gerne. Wie Sie der Berichterstattung entnommen haben, bezieht sich der Vorschlag der Kolleginnen eben nicht auf das Thema des heutigen Tages, eine Quotenregelung für die Leitungsorgane von Unternehmen, sondern einzig und allein auf unsere parteiinternen Gremien. Im Gegenteil: Die liberalen Frauen haben sich ausdrücklich dagegen ausgesprochen, Quoten für Unternehmen vorzuschreiben.",0
